Plot,Repeat,SLA
2266,3,162.4365482
,,
1026,1,164.1025641
1026,2,162.4365482
1026,3,173.9130435
1061,1,153.1100478
1061,2,131.6872428
1061,3,178.7709497
1068,1,251.9685039
1068,2,271.1864407
1068,3,244.2748092
1090,1,195.1219512
1090,2,189.3491124
1090,3,206.4516129
1100,1,167.539267
1100,2,250
1100,3,187.1345029
1113,1,206.4516129
1113,2,192.7710843
1113,3,181.8181818
1115,1,211.9205298
1115,2,170.212766
1115,3,205.1282051
1163,1,153.8461538
1163,2,176.7955801
1163,3,180.7909605
1164,1,184.9710983
1164,2,187.1345029
1164,3,203.8216561
1169,1,233.5766423
1169,2,207.7922078
1169,3,222.2222222
1172,1,198.757764
1172,2,193.9393939
1172,3,264.4628099
1179,1,173.9130435
1179,2,187.1345029
1179,3,171.1229947
1187,1,158.4158416
1187,2,184.9710983
1187,3,202.5316456
1197,1,244.2748092
1197,2,237.037037
1197,3,238.8059701
1227,1,220.6896552
1227,2,211.9205298
1227,3,222.2222222
1228,1,196.3190184
1228,2,156.097561
1228,3,217.6870748
1233,1,146.1187215
1233,2,153.1100478
1233,3,195.1219512
1252,1,206.4516129
1252,2,196.3190184
1252,3,162.4365482
1267,1,191.6167665
1267,2,216.2162162
1267,3,179.7752809
1268,1,163.2653061
1268,2,184.9710983
1268,3,183.908046
1289,1,192.7710843
1289,2,190.4761905
1289,3,226.9503546
1291,1,182.8571429
1291,2,155.3398058
1291,3,143.4977578
1307,1,237.037037
1307,2,196.3190184
1307,3,182.8571429
2037,1,206.4516129
2037,2,201.2578616
2037,3,180.7909605
2083,1,150.2347418
2083,2,161.6161616
2083,3,165.8031088
2095,1,186.0465116
2095,2,190.4761905
2095,3,173.9130435
2099,1,201.2578616
2099,2,197.5308642
2099,3,220.6896552
2101,1,217.6870748
2101,2,198.757764
2101,3,201.2578616
2133,1,210.5263158
2133,2,207.7922078
2133,3,187.1345029
2165,1,180.7909605
2165,2,160.8040201
2165,3,176.7955801
2168,1,217.6870748
2168,2,200
2168,3,209.1503268
2189,1,233.5766423
2189,2,206.4516129
2189,3,184.9710983
2290,1,170.212766
2290,2,189.3491124
2290,3,256
,,
1044,1,179.7752809
1044,2,171.1229947
1044,3,157.635468
1087,1,226.9503546
1087,2,230.2158273
1087,3,198.757764
1102,1,192.7710843
1102,2,187.1345029
1102,3,182.8571429
1104,1,223.7762238
1104,2,196.3190184
1104,3,182.8571429
1144,1,183.908046
1144,2,184.9710983
1144,3,136.7521368
1183,1,167.539267
1183,2,206.4516129
1183,3,211.9205298
1201,1,248.0620155
1201,2,214.7651007
1201,3,222.2222222
1206,1,230.2158273
1206,2,237.037037
1206,3,233.5766423
1216,1,171.1229947
1216,2,240.6015038
1216,3,207.7922078
1230,1,197.5308642
1230,2,165.8031088
1230,3,235.2941176
1232,1,179.7752809
1232,2,182.8571429
1232,3,165.8031088
1241,1,178.7709497
1241,2,197.5308642
1241,3,173.9130435
1245,1,233.5766423
1245,2,260.1626016
1245,3,293.5779817
1257,1,169.3121693
1257,2,220.6896552
1257,3,237.037037
1262,1,205.1282051
1262,2,191.6167665
1262,3,142.8571429
1279,1,174.863388
1279,2,192.7710843
1279,3,163.2653061
1286,1,202.5316456
1286,2,190.4761905
1286,3,186.0465116
1287,1,195.1219512
1287,2,201.2578616
1287,3,182.8571429
2007,1,210.5263158
2007,2,161.6161616
2007,3,187.1345029
2039,1,171.1229947
2039,2,138.5281385
2039,3,248.0620155
2056,1,180.7909605
2056,2,138.5281385
2056,3,137.3390558
2062,1,226.9503546
2062,2,281.8348624
2062,3,214.7651007
2063,1,147.4654378
2063,2,163.2653061
2063,3,151.6587678
2084,1,174.863388
2084,2,172.972973
2084,3,180.7909605
2103,1,240.6015038
2103,2,220.6896552
2103,3,251.9685039
2107,1,182.8571429
2107,2,191.6167665
2107,3,187.1345029
2128,1,225.3521127
2128,2,203.8216561
2128,3,219.1780822
2136,1,189.3491124
2136,2,250
2136,3,207.7922078
2143,1,193.9393939
2143,2,173.9130435
2143,3,211.9205298
2167,1,223.7762238
2167,2,301.8867925
2167,3,222.2222222
2207,1,209.1503268
2207,2,264.4628099
2207,3,205.1282051
,,
1006,1,195.1219512
1006,2,183.908046
1006,3,220.6896552
1014,1,205.1282051
1014,2,220.6896552
1014,3,209.1503268
1064,1,207.7922078
1064,2,198.757764
1136,1,209.1503268
1136,2,125
1136,3,191.6167665
1158,1,156.097561
1158,2,153.8461538
1158,3,260.1626016
1160,1,148.1481481
1160,2,210.5263158
1160,3,146.1187215
1166,1,202.5316456
1166,2,205.1282051
1166,3,191.6167665
1188,1,196.3190184
1188,2,211.9205298
1188,3,214.7651007
1189,1,162.4365482
1189,2,159.2039801
1189,3,195.1219512
1213,1,210.5263158
1213,2,203.8216561
1213,3,135.021097
1229,1,181.8181818
1229,2,153.1100478
1229,3,153.1100478
1238,1,189.3491124
1238,2,242.4242424
1238,3,129.0322581
1248,1,205.1282051
1248,2,184.9710983
1248,3,171.1229947
1277,1,242.4242424
1277,2,214.7651007
1277,3,175.8241758
1293,1,273.5042735
1293,2,250
1293,3,195.1219512
1294,1,216.2162162
1294,2,207.7922078
1294,3,211.9205298
1302,1,183.908046
1302,2,174.863388
1302,3,182.8571429
1304,1,203.8216561
1304,2,198.757764
1304,3,169.3121693
1310,1,210.5263158
1310,2,223.7762238
1310,3,240.6015038
2069,1,207.7922078
2069,2,156.8627451
2069,3,148.1481481
2109,1,207.7922078
2109,2,184.9710983
2109,3,207.7922078
2116,1,179.7752809
2116,2,176.7955801
2116,3,169.3121693
2156,1,128.5140562
2156,2,122.1374046
2156,3,214.7651007
2157,1,240.6015038
2157,2,231.884058
2157,3,207.7922078
2166,1,175.8241758
2166,2,198.757764
2166,3,150.2347418
2205,1,186.0465116
2205,2,187.1345029
2205,3,142.8571429
2238,1,206.4516129
2238,2,220.6896552
2238,3,222.2222222
2262,1,136.1702128
2262,2,178.7709497
2262,3,187.1345029
2265,1,214.7651007
2265,2,178.7709497
2265,3,157.635468
2278,1,17.75722543
2278,2,153.8461538
2278,3,140.969163
2282,1,209.1503268
2282,2,189.3491124
2282,3,230.2158273
2291,1,135.5932203
2291,2,137.9310345
2291,3,156.8627451
,,
1019,1,172.972973
1019,2,167.539267
1019,3,166.6666667
1055,1,138.5281385
1055,2,144.7963801
1055,3,148.1481481
1083,1,181.8181818
1083,2,192.7710843
1105,1,211.9205298
1105,2,242.4242424
1105,3,220.6896552
1143,1,169.3121693
1143,2,211.9205298
1143,3,180.7909605
1151,1,153.8461538
1151,2,159.2039801
1151,3,178.7709497
1154,1,138.5281385
1154,2,176.7955801
1154,3,159.2039801
1171,1,198.757764
1171,2,195.1219512
1171,3,205.1282051
1175,1,156.8627451
1175,2,141.5929204
1175,3,151.6587678
1181,1,167.539267
1181,2,209.1503268
1181,3,198.757764
1220,1,191.6167665
1220,2,202.5316456
1220,3,202.5316456
1269,1,203.8216561
1269,2,207.7922078
1269,3,198.757764
2022,1,140.969163
2022,2,191.6167665
2022,3,222.2222222
2054,1,132.231405
2054,2,140.3508772
2054,3,172.972973
2088,1,180.7909605
2088,2,176.7955801
2088,3,187.1345029
2096,1,107.0234114
2096,2,119.5330739
2096,3,206.4516129
2126,1,203.8216561
2126,2,216.2162162
2126,3,209.1503268
2154,1,163.2653061
2154,2,153.8461538
2154,3,174.863388
2158,1,178.7709497
2158,2,164.9484536
2158,3,169.3121693
2183,3,197.5308642
2206,1,149.5327103
2206,2,132.780083
2206,3,216.2162162
1097,1,176.7955801
1140,2,223.7762238
1218,3,190.4761905
1254,1,142.2222222
1315,1,210.5263158
1318,1,198.757764
2008,3,192.7710843
2049,1,201.2578616
2064,2,171.1229947
2072,3,207.7922078
2120,1,210.5263158
2173,2,158.4158416
2308,3,174.863388
